airline,source_city,destination_city,journey_date,departure_time,arrival_time,total_stops,travel_class,booking_window_days,season,day_of_week,is_holiday,aircraft_type,distance_km,rating,price_inr,duration_minutes,journey_month,journey_day,departure_hour,arrival_hour,route
vistara,ahmedabad,bengaluru,02-12-2025,02:10,08:10,1,economy,40,summer,tuesday,0,A350,2267,4.2,11677,360,12,2,2,8,ahmedabad -> bengaluru
vistara,delhi,mumbai,30-12-2025,02:40,07:04,1,economy,61,summer,tuesday,0,B737,899,3.7,6062,264,12,30,2,7,delhi -> mumbai
airasia india,ahmedabad,pune,07-11-2025,22:50,00:32,1,economy,70,spring,friday,0,B787,1686,4.2,8273,102,11,7,22,0,ahmedabad -> pune
indigo,hyderabad,ahmedabad,23-03-2025,12:40,15:58,0,economy,66,monsoon,sunday,0,B737,432,4.2,3808,198,3,23,12,15,hyderabad -> ahmedabad
spicejet,kolkata,mumbai,24-07-2025,22:40,04:04,0,economy,104,winter,thursday,0,A350,1217,3.9,5359,324,7,24,22,4,kolkata -> mumbai
airasia india,mumbai,bengaluru,26-12-2025,03:00,05:42,0,economy,18,summer,friday,0,A321,2177,4.5,3298,162,12,26,3,5,mumbai -> bengaluru
air india,chennai,mumbai,22-06-2025,12:50,14:26,1,economy,74,winter,sunday,0,A350,300,3.8,3307,96,6,22,12,14,chennai -> mumbai
vistara,hyderabad,ahmedabad,24-01-2025,08:00,13:00,0,economy,20,summer,friday,1,A320,2490,4.1,13564,300,1,24,8,13,hyderabad -> ahmedabad
air india,bengaluru,pune,15-04-2025,09:10,11:58,0,economy,95,monsoon,tuesday,0,A320,1188,4.9,6005,168,4,15,9,11,bengaluru -> pune
indigo,kolkata,hyderabad,10-01-2025,19:50,23:38,1,economy,45,summer,friday,0,B737,2028,4.8,10563,228,1,10,19,23,kolkata -> hyderabad
vistara,delhi,ahmedabad,03-01-2025,07:20,10:02,1,business,13,summer,friday,0,B737,1235,3.9,17010,162,1,3,7,10,delhi -> ahmedabad
air india,mumbai,hyderabad,05-12-2025,12:50,16:26,0,economy,95,summer,friday,0,A321,1019,4.9,3579,216,12,5,12,16,mumbai -> hyderabad
akasa air,delhi,mumbai,13-02-2025,04:45,09:15,0,economy,104,summer,thursday,0,A321,1816,4.1,6421,270,2,13,4,9,delhi -> mumbai
akasa air,bengaluru,delhi,06-03-2025,13:20,19:14,0,economy,13,monsoon,thursday,0,B737,1213,4.3,5711,354,3,6,13,19,bengaluru -> delhi
airasia india,ahmedabad,kolkata,05-04-2025,18:50,00:26,0,business,119,monsoon,saturday,0,B737,327,4.3,6606,336,4,5,18,0,ahmedabad -> kolkata
indigo,bengaluru,delhi,07-01-2025,14:10,17:46,1,economy,113,summer,tuesday,0,B787,1874,3.6,8982,216,1,7,14,17,bengaluru -> delhi
akasa air,pune,mumbai,20-05-2025,03:45,06:33,0,business,14,monsoon,tuesday,0,B737,2301,3.6,20177,168,5,20,3,6,pune -> mumbai
air india,chennai,delhi,03-05-2025,11:40,14:04,2,economy,24,monsoon,saturday,0,A320,2291,3.8,11330,144,5,3,11,14,chennai -> delhi
air india,hyderabad,ahmedabad,11-03-2025,03:45,06:09,2,economy,12,monsoon,tuesday,0,ATR72,2338,4.7,12607,144,3,11,3,6,hyderabad -> ahmedabad
indigo,mumbai,delhi,30-12-2025,12:45,15:21,0,economy,51,summer,tuesday,0,ATR72,2208,4.1,9147,156,12,30,12,15,mumbai -> delhi
indigo,pune,chennai,25-08-2025,08:15,10:09,0,economy,114,winter,monday,0,B787,2093,3.6,9093,114,8,25,8,10,pune -> chennai
vistara,pune,delhi,02-02-2025,01:00,04:06,1,economy,9,summer,sunday,0,B737,3641,3.7,11758,186,2,2,1,4,pune -> delhi
indigo,hyderabad,chennai,11-07-2025,10:45,14:03,0,economy,16,winter,friday,1,ATR72,1674,4.2,8333,198,7,11,10,14,hyderabad -> chennai
airasia india,chennai,delhi,12-10-2025,11:40,14:22,2,economy,111,spring,sunday,0,A350,794,4.3,5152,162,10,12,11,14,chennai -> delhi
vistara,ahmedabad,delhi,05-06-2025,03:10,05:40,1,economy,55,winter,thursday,0,B787,3863,4.7,10807,150,6,5,3,5,ahmedabad -> delhi
spicejet,chennai,pune,28-10-2025,12:10,16:34,0,economy,101,spring,tuesday,0,B737,561,3.8,3759,264,10,28,12,16,chennai -> pune
air india,ahmedabad,kolkata,30-07-2025,04:15,10:21,0,economy,79,winter,wednesday,0,A320,907,3.9,5261,366,7,30,4,10,ahmedabad -> kolkata
indigo,ahmedabad,chennai,15-12-2025,14:10,18:10,0,economy,62,summer,monday,0,B737,998,3.6,3956,240,12,15,14,18,ahmedabad -> chennai
spicejet,delhi,kolkata,19-08-2025,12:15,16:15,0,economy,7,winter,tuesday,0,ATR72,2440,4.9,9638,240,8,19,12,16,delhi -> kolkata
airasia india,hyderabad,pune,14-05-2025,11:10,14:52,0,economy,71,monsoon,wednesday,0,A321,811,4.4,5059,222,5,14,11,14,hyderabad -> pune
vistara,hyderabad,delhi,21-05-2025,05:40,10:22,0,economy,108,monsoon,wednesday,0,B737,911,3.5,5224,282,5,21,5,10,hyderabad -> delhi
airasia india,mumbai,kolkata,05-10-2025,15:30,16:42,0,economy,7,spring,sunday,0,A321,1603,4.5,7803,72,10,5,15,16,mumbai -> kolkata
vistara,ahmedabad,bengaluru,20-11-2025,15:30,18:24,0,economy,105,spring,thursday,0,A350,2732,4,10868,174,11,20,15,18,ahmedabad -> bengaluru
indigo,kolkata,pune,13-10-2025,03:15,07:27,1,economy,102,spring,monday,0,A320,1835,3.7,6849,1266,10,13,3,7,kolkata -> pune
indigo,mumbai,bengaluru,01-09-2025,13:15,16:57,0,economy,7,spring,monday,0,A320,2547,4.4,10631,222,9,1,13,16,mumbai -> bengaluru
akasa air,delhi,kolkata,09-09-2025,14:45,16:51,0,economy,19,spring,tuesday,0,A320,509,4.2,3285,126,9,9,14,16,delhi -> kolkata
spicejet,hyderabad,bengaluru,21-08-2025,22:30,03:48,0,economy,61,winter,thursday,0,ATR72,2083,4.1,7548,318,8,21,22,3,hyderabad -> bengaluru
akasa air,hyderabad,chennai,15-09-2025,11:40,17:04,0,economy,61,spring,monday,0,B787,2499,4.2,10377,324,9,15,11,17,hyderabad -> chennai
indigo,delhi,pune,08-01-2025,17:30,19:54,2,economy,5,summer,wednesday,0,B787,2280,4.2,14726,144,1,8,17,19,delhi -> pune
akasa air,mumbai,chennai,26-04-2025,21:15,01:27,0,business,46,monsoon,saturday,0,A321,496,4.3,7051,252,4,26,21,1,mumbai -> chennai
air india,delhi,pune,17-06-2025,15:30,18:54,1,economy,70,winter,tuesday,0,A350,704,4.3,3587,204,6,17,15,18,delhi -> pune
spicejet,delhi,hyderabad,27-10-2025,03:45,05:45,0,economy,62,spring,monday,0,B787,2633,3.6,10388,120,10,27,3,5,delhi -> hyderabad
air india,mumbai,ahmedabad,11-12-2025,19:40,21:52,1,economy,111,summer,thursday,0,ATR72,771,3.9,4872,132,12,11,19,21,mumbai -> ahmedabad
akasa air,hyderabad,ahmedabad,08-01-2025,19:10,00:52,0,economy,51,summer,wednesday,0,ATR72,486,3.9,4341,342,1,8,19,0,hyderabad -> ahmedabad
airasia india,delhi,pune,02-04-2025,00:30,04:48,0,business,98,monsoon,wednesday,0,ATR72,337,4.8,4676,258,4,2,0,4,delhi -> pune
airasia india,chennai,ahmedabad,28-05-2025,08:30,12:06,0,economy,76,monsoon,wednesday,0,A321,851,4.5,5247,216,5,28,8,12,chennai -> ahmedabad
airasia india,pune,delhi,17-06-2025,19:10,23:28,0,economy,113,winter,tuesday,0,B737,2592,4.6,8784,258,6,17,19,23,pune -> delhi
indigo,bengaluru,kolkata,31-05-2025,09:15,11:45,0,economy,75,monsoon,saturday,0,A350,1707,4.5,8249,150,5,31,9,11,bengaluru -> kolkata
spicejet,pune,mumbai,12-10-2025,08:15,11:15,0,economy,82,spring,sunday,1,ATR72,1797,4.9,7485,180,10,12,8,11,pune -> mumbai
airasia india,pune,kolkata,10-06-2025,02:00,06:54,0,business,18,winter,tuesday,0,A350,887,4.1,9324,294,6,10,2,6,pune -> kolkata
spicejet,mumbai,chennai,07-06-2025,18:45,20:21,1,economy,87,winter,saturday,0,B787,1043,3.8,6979,96,6,7,18,20,mumbai -> chennai
akasa air,bengaluru,pune,22-06-2025,05:50,10:44,1,economy,119,winter,sunday,0,ATR72,1259,4.5,5747,294,6,22,5,10,bengaluru -> pune
indigo,ahmedabad,delhi,04-09-2025,02:00,07:18,0,economy,3,spring,thursday,0,B787,1869,3.9,11940,318,9,4,2,7,ahmedabad -> delhi
vistara,ahmedabad,kolkata,30-11-2025,04:00,07:06,1,economy,61,spring,sunday,0,A320,2738,3.6,34862,186,11,30,4,7,ahmedabad -> kolkata
indigo,chennai,mumbai,22-11-2025,11:10,17:22,0,economy,4,spring,saturday,0,A320,1741,4.2,10201,372,11,22,11,17,chennai -> mumbai
spicejet,mumbai,chennai,03-11-2025,04:15,08:21,0,economy,67,spring,monday,0,B787,962,4.9,5833,246,11,3,4,8,mumbai -> chennai
airasia india,bengaluru,ahmedabad,17-02-2025,14:10,17:22,2,economy,79,summer,monday,0,A350,1349,4.7,7497,192,2,17,14,17,bengaluru -> ahmedabad
akasa air,mumbai,delhi,06-06-2025,16:15,17:51,0,business,63,winter,friday,0,B787,1487,4.7,14483,96,6,6,16,17,mumbai -> delhi
airasia india,bengaluru,kolkata,20-08-2025,08:20,13:20,1,economy,36,winter,wednesday,0,A320,2194,3.8,10526,300,8,20,8,13,bengaluru -> kolkata
airasia india,chennai,delhi,28-09-2025,03:50,09:32,2,economy,51,spring,sunday,0,A350,2251,3.8,13468,342,9,28,3,9,chennai -> delhi
vistara,hyderabad,chennai,29-04-2025,16:45,18:33,0,economy,25,monsoon,tuesday,0,A350,923,3.9,3476,108,4,29,16,18,hyderabad -> chennai
air india,chennai,pune,10-10-2025,05:50,09:26,2,economy,57,spring,friday,0,B787,2644,4.7,12963,216,10,10,5,9,chennai -> pune
indigo,bengaluru,delhi,01-02-2025,12:10,15:16,0,economy,23,summer,saturday,0,B787,456,3.8,3215,186,2,1,12,15,bengaluru -> delhi
airasia india,hyderabad,bengaluru,15-09-2025,00:45,04:57,0,economy,117,spring,monday,0,A321,2472,4.7,8502,252,9,15,0,4,hyderabad -> bengaluru
airasia india,mumbai,bengaluru,12-01-2025,15:10,16:46,1,economy,29,summer,sunday,0,B787,2432,4.7,12864,96,1,12,15,16,mumbai -> bengaluru
air india,mumbai,pune,21-07-2025,08:00,12:18,1,economy,111,winter,monday,0,ATR72,1726,4.9,7120,972,7,21,8,12,mumbai -> pune
indigo,mumbai,kolkata,06-11-2025,03:10,05:28,1,economy,82,spring,thursday,0,A320,1660,3.9,8196,138,11,6,3,5,mumbai -> kolkata
air india,ahmedabad,pune,21-08-2025,05:45,07:27,0,economy,86,winter,thursday,0,B787,1339,4.6,5687,102,8,21,5,7,ahmedabad -> pune
airasia india,bengaluru,chennai,26-05-2025,07:45,13:03,1,economy,4,monsoon,monday,0,A350,2015,4.3,13370,318,5,26,7,13,bengaluru -> chennai
akasa air,hyderabad,ahmedabad,26-12-2025,10:40,13:28,0,economy,108,summer,friday,0,B787,1893,4.2,8649,168,12,26,10,13,hyderabad -> ahmedabad
indigo,kolkata,ahmedabad,05-06-2025,00:45,05:51,0,economy,95,winter,thursday,0,A320,2600,4.4,9226,306,6,5,0,5,kolkata -> ahmedabad
air india,kolkata,chennai,11-04-2025,13:10,17:04,0,business,15,monsoon,friday,0,B787,2399,4.2,22355,1350,4,11,13,17,kolkata -> chennai
akasa air,hyderabad,delhi,25-04-2025,22:45,03:33,1,economy,97,monsoon,friday,0,B787,843,3.7,4256,288,4,25,22,3,hyderabad -> delhi
spicejet,ahmedabad,bengaluru,21-07-2025,10:45,14:21,0,economy,22,winter,monday,0,B737,1117,4.3,5977,216,7,21,10,14,ahmedabad -> bengaluru
akasa air,pune,mumbai,24-07-2025,23:45,02:15,1,economy,30,winter,thursday,0,B787,2116,4.9,9198,150,7,24,23,2,pune -> mumbai
vistara,kolkata,pune,05-02-2025,05:10,10:04,0,economy,69,summer,wednesday,0,B737,808,4.5,3497,294,2,5,5,10,kolkata -> pune
airasia india,hyderabad,mumbai,21-06-2025,15:00,21:24,0,economy,25,winter,saturday,0,A321,2222,4.9,8842,384,6,21,15,21,hyderabad -> mumbai
airasia india,mumbai,chennai,27-02-2025,20:50,01:26,0,economy,104,summer,thursday,0,B787,2575,4.7,10283,276,2,27,20,1,mumbai -> chennai
akasa air,bengaluru,pune,09-06-2025,14:50,19:50,2,economy,105,winter,monday,0,A320,2625,3.6,11504,300,6,9,14,19,bengaluru -> pune
akasa air,hyderabad,pune,14-05-2025,03:20,05:38,0,economy,7,monsoon,wednesday,0,B737,2585,4,9840,138,5,14,3,5,hyderabad -> pune
akasa air,bengaluru,chennai,14-09-2025,04:40,06:58,1,economy,30,spring,sunday,0,B737,2492,3.9,13080,138,9,14,4,6,bengaluru -> chennai
vistara,mumbai,ahmedabad,09-02-2025,02:10,05:16,0,business,108,summer,sunday,0,A320,2316,4.6,19359,186,2,9,2,5,mumbai -> ahmedabad
air india,delhi,chennai,23-06-2025,23:00,00:24,0,economy,66,winter,monday,0,B737,1231,4.1,4773,84,6,23,23,0,delhi -> chennai
air india,kolkata,bengaluru,20-07-2025,14:00,17:54,0,economy,72,winter,sunday,0,A350,1504,3.6,7141,234,7,20,14,17,kolkata -> bengaluru
vistara,ahmedabad,mumbai,03-03-2025,17:30,21:12,1,economy,81,monsoon,monday,0,B737,342,4.5,3051,222,3,3,17,21,ahmedabad -> mumbai
indigo,hyderabad,pune,04-04-2025,05:40,08:22,2,economy,20,monsoon,friday,0,ATR72,955,4.2,9138,162,4,4,5,8,hyderabad -> pune
akasa air,bengaluru,mumbai,08-03-2025,06:10,10:46,1,economy,86,monsoon,saturday,0,B737,2382,4.4,10831,276,3,8,6,10,bengaluru -> mumbai
spicejet,ahmedabad,delhi,10-07-2025,07:50,12:14,0,business,17,winter,thursday,0,A350,1126,4.8,12050,264,7,10,7,12,ahmedabad -> delhi
indigo,kolkata,bengaluru,01-08-2025,00:10,05:22,0,business,32,winter,friday,0,B787,965,4.2,10812,312,8,1,0,5,kolkata -> bengaluru
airasia india,mumbai,kolkata,27-04-2025,03:10,06:16,1,economy,118,monsoon,sunday,0,B787,756,3.7,6749,186,4,27,3,6,mumbai -> kolkata
air india,mumbai,bengaluru,22-12-2025,13:40,18:04,1,business,85,summer,monday,0,ATR72,1129,4.5,13944,264,12,22,13,18,mumbai -> bengaluru
air india,pune,bengaluru,28-03-2025,11:00,12:54,0,economy,27,monsoon,friday,0,A350,2418,4.2,10976,114,3,28,11,12,pune -> bengaluru
airasia india,hyderabad,delhi,06-10-2025,05:45,10:39,0,economy,3,spring,monday,0,B787,966,4.2,8182,294,10,6,5,10,hyderabad -> delhi
airasia india,hyderabad,mumbai,10-05-2025,13:10,17:52,0,economy,101,monsoon,saturday,0,A320,2494,4.2,8749,282,5,10,13,17,hyderabad -> mumbai
indigo,hyderabad,mumbai,29-06-2025,18:30,23:24,0,economy,55,winter,sunday,0,B787,1547,3.7,7591,294,6,29,18,23,hyderabad -> mumbai
spicejet,delhi,chennai,20-10-2025,11:40,14:40,1,economy,61,spring,monday,1,B787,2511,4.2,12339,180,10,20,11,14,delhi -> chennai
indigo,chennai,bengaluru,17-10-2025,13:45,19:33,0,economy,56,spring,friday,0,B787,2598,3.9,40477,348,10,17,13,19,chennai -> bengaluru
vistara,mumbai,pune,04-03-2025,09:40,13:52,1,economy,69,monsoon,tuesday,0,B787,2785,4.5,10865,252,3,4,9,13,mumbai -> pune
vistara,mumbai,ahmedabad,17-09-2025,09:45,12:27,0,economy,115,spring,wednesday,0,ATR72,2558,4.2,8566,162,9,17,9,12,mumbai -> ahmedabad
spicejet,hyderabad,delhi,27-06-2025,21:40,01:04,1,economy,81,winter,friday,0,B787,2307,3.6,9335,204,6,27,21,1,hyderabad -> delhi
spicejet,mumbai,kolkata,07-09-2025,13:00,16:18,1,economy,100,spring,sunday,0,ATR72,941,3.6,5159,198,9,7,13,16,mumbai -> kolkata
airasia india,mumbai,ahmedabad,02-08-2025,08:30,11:12,0,economy,57,winter,saturday,0,B737,2044,3.7,9816,162,8,2,8,11,mumbai -> ahmedabad
akasa air,chennai,ahmedabad,07-08-2025,10:40,12:52,0,economy,13,winter,thursday,0,B787,591,3.6,5370,132,8,7,10,12,chennai -> ahmedabad
akasa air,hyderabad,delhi,03-11-2025,11:45,16:39,0,economy,33,spring,monday,1,ATR72,2509,3.7,11160,294,11,3,11,16,hyderabad -> delhi
spicejet,pune,hyderabad,15-05-2025,20:30,23:18,2,business,105,monsoon,thursday,0,B787,1127,4.3,14883,168,5,15,20,23,pune -> hyderabad
akasa air,hyderabad,kolkata,05-10-2025,07:30,13:12,0,economy,92,spring,sunday,0,B787,2715,4.2,11013,342,10,5,7,13,hyderabad -> kolkata
indigo,kolkata,hyderabad,09-07-2025,17:00,19:00,0,economy,52,winter,wednesday,0,A321,2117,4,8553,120,7,9,17,19,kolkata -> hyderabad
akasa air,hyderabad,chennai,24-07-2025,14:30,18:48,0,business,101,winter,thursday,0,A320,2160,4.2,17794,258,7,24,14,18,hyderabad -> chennai
spicejet,hyderabad,bengaluru,19-11-2025,23:15,04:09,0,economy,51,spring,wednesday,0,ATR72,486,3.6,2570,294,11,19,23,4,hyderabad -> bengaluru
indigo,hyderabad,pune,27-06-2025,11:20,17:44,0,economy,37,winter,friday,0,A320,1638,4.5,7853,384,6,27,11,17,hyderabad -> pune
akasa air,kolkata,delhi,05-08-2025,21:20,00:50,0,economy,61,winter,tuesday,0,B787,2276,4.7,9054,210,8,5,21,0,kolkata -> delhi
vistara,bengaluru,chennai,24-01-2025,17:00,19:54,0,economy,42,summer,friday,0,B737,4880,3.7,5689,174,1,24,17,19,bengaluru -> chennai
airasia india,kolkata,ahmedabad,13-04-2025,10:50,13:56,0,business,6,monsoon,sunday,0,A320,2732,3.9,33555,186,4,13,10,13,kolkata -> ahmedabad
vistara,bengaluru,delhi,02-02-2025,17:30,23:18,1,business,91,summer,sunday,0,ATR72,2602,3.7,22674,348,2,2,17,23,bengaluru -> delhi
indigo,chennai,kolkata,25-07-2025,07:40,11:10,0,economy,88,winter,friday,0,A320,2440,3.9,9675,210,7,25,7,11,chennai -> kolkata
airasia india,bengaluru,chennai,15-07-2025,16:30,21:42,1,economy,25,winter,tuesday,0,B787,2506,3.6,12269,312,7,15,16,21,bengaluru -> chennai
vistara,ahmedabad,pune,24-09-2025,08:40,12:40,0,economy,120,spring,wednesday,0,B737,2240,3.8,7898,240,9,24,8,12,ahmedabad -> pune
air india,delhi,chennai,20-04-2025,14:45,17:03,0,economy,76,monsoon,sunday,0,A321,864,4,5927,138,4,20,14,17,delhi -> chennai
akasa air,mumbai,bengaluru,03-10-2025,09:00,11:54,0,economy,51,spring,friday,0,B787,352,4,2322,174,10,3,9,11,mumbai -> bengaluru
airasia india,ahmedabad,mumbai,11-12-2025,16:00,22:36,0,economy,107,summer,thursday,0,B787,1661,4.3,6425,396,12,11,16,22,ahmedabad -> mumbai
indigo,ahmedabad,pune,21-01-2025,17:15,19:09,0,economy,80,summer,tuesday,0,B787,932,4.2,4416,114,1,21,17,19,ahmedabad -> pune
vistara,ahmedabad,pune,13-06-2025,04:20,09:26,0,economy,16,winter,friday,0,A320,2074,3.6,10825,306,6,13,4,9,ahmedabad -> pune
airasia india,chennai,delhi,07-03-2025,14:50,18:14,2,business,4,monsoon,friday,0,B737,1032,4.4,24245,204,3,7,14,18,chennai -> delhi
air india,kolkata,delhi,28-09-2025,13:20,19:26,0,economy,51,spring,sunday,1,B787,1173,4.4,6595,366,9,28,13,19,kolkata -> delhi
akasa air,bengaluru,mumbai,13-05-2025,16:30,22:30,1,economy,39,monsoon,tuesday,0,A321,1964,4.1,10387,360,5,13,16,22,bengaluru -> mumbai
airasia india,bengaluru,pune,09-07-2025,15:10,17:22,0,economy,10,winter,wednesday,0,A321,2340,3.9,10958,132,7,9,15,17,bengaluru -> pune
vistara,ahmedabad,pune,29-01-2025,19:20,00:20,0,economy,22,summer,wednesday,0,A350,886,3.7,6187,612,1,29,19,0,ahmedabad -> pune
vistara,kolkata,chennai,24-03-2025,01:50,04:32,0,economy,60,monsoon,monday,0,A321,1953,4.2,9418,162,3,24,1,4,kolkata -> chennai
akasa air,chennai,kolkata,21-07-2025,05:20,11:38,0,business,116,winter,monday,0,B737,1401,3.9,12271,378,7,21,5,11,chennai -> kolkata
air india,delhi,ahmedabad,26-03-2025,18:20,21:38,1,economy,7,monsoon,wednesday,0,A320,348,4.6,3193,198,3,26,18,21,delhi -> ahmedabad
vistara,ahmedabad,pune,08-12-2025,12:45,16:39,1,economy,114,summer,monday,1,B787,1400,4.4,6940,234,12,8,12,16,ahmedabad -> pune
airasia india,hyderabad,mumbai,04-02-2025,02:15,04:57,1,economy,87,summer,tuesday,1,ATR72,1622,4.4,9929,162,2,4,2,4,hyderabad -> mumbai
vistara,mumbai,kolkata,23-01-2025,17:30,21:00,0,business,30,summer,thursday,0,B737,2167,4,19743,210,1,23,17,21,mumbai -> kolkata
airasia india,bengaluru,mumbai,07-11-2025,05:00,07:36,2,business,42,spring,friday,0,A321,1745,3.9,22595,156,11,7,5,7,bengaluru -> mumbai
airasia india,ahmedabad,chennai,19-01-2025,00:20,04:08,0,economy,45,summer,sunday,0,A320,2001,4,8421,228,1,19,0,4,ahmedabad -> chennai
spicejet,mumbai,kolkata,04-07-2025,17:40,18:52,0,business,55,winter,friday,0,A321,1636,4.5,17616,72,7,4,17,18,mumbai -> kolkata
akasa air,ahmedabad,hyderabad,24-09-2025,22:20,00:14,1,economy,5,spring,wednesday,0,ATR72,1468,4.6,10524,114,9,24,22,0,ahmedabad -> hyderabad
airasia india,ahmedabad,delhi,20-08-2025,12:45,14:51,0,economy,112,winter,wednesday,0,ATR72,2363,4.2,8632,126,8,20,12,14,ahmedabad -> delhi
spicejet,ahmedabad,mumbai,10-03-2025,01:45,06:21,1,economy,45,monsoon,monday,0,B737,1262,3.5,7177,276,3,10,1,6,ahmedabad -> mumbai
airasia india,pune,chennai,07-03-2025,18:10,00:10,0,business,29,monsoon,friday,0,ATR72,957,4.6,13149,360,3,7,18,0,pune -> chennai
spicejet,mumbai,bengaluru,14-08-2025,07:15,08:27,0,economy,6,winter,thursday,0,ATR72,1254,3.6,3272,72,8,14,7,8,mumbai -> bengaluru
vistara,chennai,pune,10-07-2025,02:20,07:08,0,economy,100,winter,thursday,0,ATR72,1171,4.9,4193,288,7,10,2,7,chennai -> pune
akasa air,ahmedabad,chennai,23-11-2025,19:45,00:09,0,economy,53,spring,sunday,0,B787,631,4.3,5508,264,11,23,19,0,ahmedabad -> chennai
vistara,delhi,bengaluru,06-01-2025,20:40,00:52,1,economy,30,summer,monday,1,ATR72,1046,3.5,7555,252,1,6,20,0,delhi -> bengaluru
airasia india,hyderabad,pune,17-05-2025,20:00,00:30,0,economy,2,monsoon,saturday,0,A320,2567,4.1,14814,270,5,17,20,0,hyderabad -> pune
indigo,chennai,mumbai,11-09-2025,15:15,17:21,0,economy,37,spring,thursday,0,B787,1465,4.5,7135,126,9,11,15,17,chennai -> mumbai
vistara,delhi,pune,07-10-2025,18:50,23:08,0,economy,54,spring,wednesday,0,B787,2515,4.8,11109,258,10,7,18,23,delhi -> pune
vistara,ahmedabad,delhi,29-05-2025,01:45,06:33,1,economy,95,monsoon,thursday,0,A320,2222,4.3,8846,288,5,29,1,6,ahmedabad -> delhi
vistara,mumbai,kolkata,05-06-2025,18:15,21:33,0,economy,4,winter,thursday,0,A350,5580,4.7,4480,198,6,5,18,21,mumbai -> kolkata
spicejet,pune,kolkata,26-11-2025,21:50,23:26,0,economy,86,spring,wednesday,1,A321,479,4.5,4661,96,11,26,21,23,pune -> kolkata
spicejet,mumbai,bengaluru,24-06-2025,22:15,00:45,0,economy,57,winter,tuesday,0,A350,1705,3.8,7450,150,6,24,22,0,mumbai -> bengaluru
akasa air,ahmedabad,chennai,21-07-2025,15:15,21:33,2,economy,78,winter,monday,0,B787,315,4,9262,378,7,21,15,21,ahmedabad -> chennai
indigo,hyderabad,ahmedabad,09-03-2025,08:30,10:48,0,economy,3,monsoon,sunday,0,B737,2490,4.4,14390,138,3,9,8,10,hyderabad -> ahmedabad
vistara,chennai,ahmedabad,23-01-2025,18:20,22:26,0,economy,53,summer,thursday,0,A321,1122,4.1,4935,246,1,23,18,22,chennai -> ahmedabad
airasia india,ahmedabad,bengaluru,27-08-2025,20:50,23:02,0,economy,20,winter,wednesday,0,A321,955,4,4635,132,8,27,20,23,ahmedabad -> bengaluru
vistara,bengaluru,chennai,15-07-2025,01:45,06:03,0,economy,61,winter,tuesday,0,A320,1461,4.8,6481,258,7,15,1,6,bengaluru -> chennai
akasa air,bengaluru,pune,16-10-2025,07:20,11:38,2,business,50,spring,thursday,0,A320,2205,4.8,25068,258,10,16,7,11,bengaluru -> pune
spicejet,mumbai,ahmedabad,13-02-2025,15:30,18:36,0,economy,37,summer,thursday,0,A350,1575,4.7,6280,186,2,13,15,18,mumbai -> ahmedabad
airasia india,bengaluru,kolkata,02-02-2025,09:15,15:09,1,economy,6,summer,sunday,0,B787,2530,4.1,15263,354,2,2,9,15,bengaluru -> kolkata
air india,pune,ahmedabad,15-07-2025,17:10,19:52,0,economy,87,winter,tuesday,0,A350,2028,4.6,6855,816,7,15,17,19,pune -> ahmedabad
indigo,pune,chennai,13-10-2025,20:20,23:56,1,economy,86,spring,monday,0,A321,710,4.3,5458,216,10,13,20,23,pune -> chennai
spicejet,kolkata,mumbai,30-06-2025,13:50,18:50,2,economy,41,winter,monday,1,A350,974,3.8,7971,300,6,30,13,18,kolkata -> mumbai
vistara,kolkata,delhi,02-08-2025,03:00,09:12,1,economy,30,winter,saturday,0,A321,2279,4.2,11930,372,8,2,3,9,kolkata -> delhi
airasia india,mumbai,ahmedabad,28-01-2025,17:50,20:20,1,economy,101,summer,tuesday,0,A350,598,3.9,3621,1188,1,28,17,20,mumbai -> ahmedabad
indigo,ahmedabad,mumbai,13-01-2025,19:15,01:09,1,economy,115,summer,monday,0,B787,2333,4.3,8022,354,1,13,19,1,ahmedabad -> mumbai
spicejet,mumbai,kolkata,13-12-2025,11:40,16:16,0,business,83,summer,saturday,0,ATR72,1901,4.6,17317,276,12,13,11,16,mumbai -> kolkata
indigo,kolkata,pune,19-10-2025,20:00,01:54,0,business,22,spring,sunday,0,A350,2339,3.8,21250,354,10,19,20,1,kolkata -> pune
